Child,Parent1,Parent2
Gumoss,Fuack,Maraith
Gumoss,Fuack,Wixen Noct
Gumoss,Bristla,Wixen
Gumoss,Bristla,Rooby
Gumoss,Swee,Nox
Gumoss,Finsider,Nox
Gumoss,Fuack Ignis,Woolipop
Gumoss,Killamari,Woolipop
Gumoss,Flopie,Mimog
Gumoss,Flopie,Gloopie
Gumoss,Kelpsea Ignis,Dazzi
Gumoss,Kelpsea Ignis,Ribbuny Botan
Gumoss,Kelpsea,Fuddler
Gumoss,Finsider Ignis,Fuddler
Gumoss,Killamari Primo,Daedream
Gumoss,Tanzee,Daedream
Gumoss,Smokie,Daedream
Gumoss,Gumoss,Gumoss
Vixy,Chikipi,Foxparks
Vixy,Chikipi,Jellroy
Vixy,Teafant,Sparkit
Vixy,Teafant,Flambelle
Vixy,Mau,Hangyu Cryst
Vixy,Mau,Hangyu
Vixy,Lamball,Lifmunk
Vixy,Lifmunk,Lamball
Vixy,Cattiva,Mau Cryst
Vixy,Mau Cryst,Cattiva
Vixy,Cremis,Herbil
Vixy,Cremis,Mau Cryst
Vixy,Vixy,Vixy
Vixy,Vixy,Herbil
Hoocrates,Chikipi,Flopie
Hoocrates,Teafant,Fuack Ignis
Hoocrates,Teafant,Killamari
Hoocrates,Mau,Swee
Hoocrates,Mau,Finsider
Hoocrates,Lamball,Pengullet Lux
Hoocrates,Lamball,Ribbuny
Hoocrates,Lamball,Foxparks Cryst
Hoocrates,Pengullet Lux,Lamball
Hoocrates,Ribbuny,Lamball
Hoocrates,Foxparks Cryst,Lamball
Hoocrates,Cattiva,Bristla
Hoocrates,Bristla,Cattiva
Hoocrates,Cremis,Bristla
Hoocrates,Vixy,Fuack
Hoocrates,Herbil,Munchill
Hoocrates,Herbil,Fuack
Hoocrates,Mau Cryst,Tocotoco
Hoocrates,Mau Cryst,Munchill
Hoocrates,Lifmunk,Pengullet
Hoocrates,Hangyu Cryst,Jolthog Cryst
Hoocrates,Hangyu,Jolthog Cryst
Hoocrates,Sparkit,Jolthog
Hoocrates,Flambelle,Jolthog
Hoocrates,Foxparks,Depresso
Hoocrates,Jellroy,Jelliette
Hoocrates,Jellroy,Depresso
Hoocrates,Hoocrates,Hoocrates
Hoocrates,Hoocrates,Jelliette
Teafant,Chikipi,Teafant
Teafant,Chikipi,Mau
Teafant,Teafant,Teafant
Depresso,Chikipi,Kelpsea
Depresso,Chikipi,Finsider Ignis
Depresso,Teafant,Kelpsea Ignis
Depresso,Mau,Flopie
Depresso,Lamball,Fuack Ignis
Depresso,Lamball,Killamari
Depresso,Fuack Ignis,Lamball
Depresso,Killamari,Lamball
Depresso,Cattiva,Swee
Depresso,Cattiva,Finsider
Depresso,Swee,Cattiva
Depresso,Finsider,Cattiva
Depresso,Cremis,Foxparks Cryst
Depresso,Cremis,Swee
Depresso,Vixy,Pengullet Lux
Depresso,Vixy,Ribbuny
Depresso,Vixy,Foxparks Cryst
Depresso,Herbil,Pengullet Lux
Depresso,Herbil,Ribbuny
Depresso,Mau Cryst,Bristla
Depresso,Lifmunk,Fuack
Depresso,Hangyu Cryst,Tocotoco
Depresso,Hangyu Cryst,Munchill
Depresso,Hangyu Cryst,Fuack
Depresso,Hangyu,Tocotoco
Depresso,Hangyu,Munchill
Depresso,Flambelle,Pengullet
Depresso,Foxparks,Jolthog Cryst
Depresso,Jellroy,Jolthog Cryst
Depresso,Hoocrates,Jolthog
Depresso,Jelliette,Jolthog
Depresso,Depresso,Depresso
Cremis,Chikipi,Sparkit
Cremis,Chikipi,Flambelle
Cremis,Teafant,Hangyu Cryst
Cremis,Teafant,Hangyu
Cremis,Mau,Lifmunk
Cremis,Lamball,Mau Cryst
Cremis,Mau Cryst,Lamball
Cremis,Cattiva,Vixy
Cremis,Cattiva,Herbil
Cremis,Vixy,Cattiva
Cremis,Herbil,Cattiva
Cremis,Cremis,Cremis
Cremis,Cremis,Vixy
Daedream,Teafant,Fenglope
Daedream,Mau,Verdash
Daedream,Mau,Fenglope
Daedream,Lamball,Robinquill Terra
Daedream,Lamball,Verdash
Daedream,Robinquill Terra,Lamball
Daedream,Verdash,Lamball
Daedream,Cattiva,Felbat
Daedream,Cattiva,Robinquill Terra
Daedream,Felbat,Cattiva
Daedream,Robinquill Terra,Cattiva
Daedream,Cremis,Felbat
Daedream,Cremis,Robinquill Terra
Daedream,Vixy,Robinquill
Daedream,Vixy,Felbat
Daedream,Herbil,Robinquill
Daedream,Herbil,Felbat
Daedream,Mau Cryst,Galeclaw
Daedream,Mau Cryst,Gorirat Terra
Daedream,Mau Cryst,Robinquill
Daedream,Lifmunk,Gorirat
Daedream,Lifmunk,Galeclaw
Daedream,Lifmunk,Gorirat Terra
Daedream,Hangyu Cryst,Gorirat
Daedream,Hangyu Cryst,Galeclaw
Daedream,Hangyu Cryst,Gorirat Terra
Daedream,Hangyu,Vaelet
Daedream,Hangyu,Gorirat
Daedream,Sparkit,Direhowl
Daedream,Sparkit,Vaelet
Daedream,Flambelle,Turtacle Terra
Daedream,Flambelle,Direhowl
Daedream,Flambelle,Vaelet
Daedream,Foxparks,Beegarde
Daedream,Foxparks,Turtacle Terra
Daedream,Foxparks,Direhowl
Daedream,Jellroy,Beegarde
Daedream,Jellroy,Turtacle Terra
Daedream,Jellroy,Direhowl
Daedream,Hoocrates,Cawgnito
Daedream,Hoocrates,Beegarde
Daedream,Hoocrates,Turtacle Terra
Daedream,Jelliette,Cawgnito
Daedream,Jelliette,Beegarde
Daedream,Depresso,Gobfin
Daedream,Depresso,Cawgnito
Daedream,Jolthog,Gobfin Ignis
Daedream,Jolthog,Gobfin
Daedream,Jolthog Cryst,Lunaris
Daedream,Jolthog Cryst,Turtacle
Daedream,Jolthog Cryst,Gobfin Ignis
Daedream,Pengullet,Leezpunk
Daedream,Pengullet,Dazzi Noct
Daedream,Pengullet,Lunaris
Daedream,Pengullet,Turtacle
Daedream,Tocotoco,Rushoar
Daedream,Tocotoco,Kikit
Daedream,Tocotoco,Leezpunk
Daedream,Tocotoco,Dazzi Noct
Daedream,Munchill,Rushoar
Daedream,Munchill,Kikit
Daedream,Munchill,Leezpunk
Daedream,Fuack,Leezpunk Ignis
Daedream,Fuack,Rushoar
Daedream,Fuack,Kikit
Daedream,Bristla,Maraith
Daedream,Bristla,Wixen Noct
Daedream,Bristla,Leezpunk Ignis
Daedream,Pengullet Lux,Wixen
Daedream,Pengullet Lux,Rooby
Daedream,Pengullet Lux,Maraith
Daedream,Pengullet Lux,Wixen Noct
Daedream,Ribbuny,Wixen
Daedream,Ribbuny,Rooby
Daedream,Ribbuny,Maraith
Daedream,Ribbuny,Wixen Noct
Daedream,Foxparks Cryst,Wixen
Daedream,Foxparks Cryst,Rooby
Daedream,Foxparks Cryst,Maraith
Daedream,Foxparks Cryst,Wixen Noct
Daedream,Swee,Wixen
Daedream,Swee,Rooby
Daedream,Finsider,Wixen
Daedream,Fuack Ignis,Nox
Daedream,Killamari,Nox
Daedream,Flopie,Woolipop
Daedream,Flopie,Nox
Daedream,Kelpsea Ignis,Mimog
Daedream,Kelpsea Ignis,Gloopie
Daedream,Kelpsea Ignis,Woolipop
Daedream,Kelpsea,Dazzi
Daedream,Kelpsea,Ribbuny Botan
Daedream,Kelpsea,Mimog
Daedream,Kelpsea,Gloopie
Daedream,Finsider Ignis,Dazzi
Daedream,Finsider Ignis,Ribbuny Botan
Daedream,Finsider Ignis,Mimog
Daedream,Killamari Primo,Fuddler
Daedream,Killamari Primo,Dazzi
Daedream,Killamari Primo,Ribbuny Botan
Daedream,Tanzee,Fuddler
Daedream,Tanzee,Dazzi
Daedream,Tanzee,Ribbuny Botan
Daedream,Smokie,Fuddler
Daedream,Smokie,Dazzi
Daedream,Gumoss,Daedream
Daedream,Gumoss,Fuddler
Daedream,Daedream,Daedream
Rushoar,Chikipi,Petallia
Rushoar,Chikipi,Croajiro Noct
Rushoar,Chikipi,Foxcicle
Rushoar,Chikipi,Prunelia
Rushoar,Teafant,Arsox
Rushoar,Teafant,Chillet Ignis
Rushoar,Teafant,Petallia
Rushoar,Teafant,Croajiro Noct
Rushoar,Mau,Chillet
Rushoar,Mau,Croajiro
Rushoar,Mau,Arsox
Rushoar,Mau,Chillet Ignis
Rushoar,Mau,Petallia
Rushoar,Lamball,Dinossom Lux
Rushoar,Lamball,Loupmoon Cryst
Rushoar,Lamball,Chillet
Rushoar,Lamball,Croajiro
Rushoar,Lamball,Arsox
Rushoar,Lamball,Chillet Ignis
Rushoar,Dinossom Lux,Lamball
Rushoar,Loupmoon Cryst,Lamball
Rushoar,Chillet,Lamball
Rushoar,Croajiro,Lamball
Rushoar,Arsox,Lamball
Rushoar,Chillet Ignis,Lamball
Rushoar,Cattiva,Dinossom
Rushoar,Cattiva,Celesdir
Rushoar,Cattiva,Dinossom Lux
Rushoar,Cattiva,Loupmoon Cryst
Rushoar,Cattiva,Chillet
Rushoar,Cattiva,Croajiro
Rushoar,Dinossom,Cattiva
Rushoar,Celesdir,Cattiva
Rushoar,Dinossom Lux,Cattiva
Rushoar,Loupmoon Cryst,Cattiva
Rushoar,Chillet,Cattiva
Rushoar,Croajiro,Cattiva
Rushoar,Cremis,Tarantriss
Rushoar,Cremis,Dinossom
Rushoar,Cremis,Celesdir
Rushoar,Cremis,Dinossom Lux
Rushoar,Cremis,Loupmoon Cryst
Rushoar,Cremis,Chillet
Rushoar,Vixy,Kitsun
Rushoar,Vixy,Celaray Lux
Rushoar,Vixy,Tarantriss
Rushoar,Vixy,Dinossom
Rushoar,Vixy,Celesdir
Rushoar,Vixy,Dinossom Lux
Rushoar,Vixy,Loupmoon Cryst
Rushoar,Herbil,Fenglope Lux
Rushoar,Herbil,Kitsun
Rushoar,Herbil,Celaray Lux
Rushoar,Herbil,Tarantriss
Rushoar,Herbil,Dinossom
Rushoar,Herbil,Celesdir
Rushoar,Herbil,Dinossom Lux
Rushoar,Mau Cryst,Broncherry Aqua
Rushoar,Mau Cryst,Fenglope Lux
Rushoar,Mau Cryst,Kitsun
Rushoar,Mau Cryst,Celaray Lux
Rushoar,Mau Cryst,Tarantriss
Rushoar,Mau Cryst,Dinossom
Rushoar,Mau Cryst,Celesdir
Rushoar,Lifmunk,Digtoise
Rushoar,Lifmunk,Broncherry Aqua
Rushoar,Lifmunk,Fenglope Lux
Rushoar,Lifmunk,Kitsun
Rushoar,Lifmunk,Celaray Lux
Rushoar,Lifmunk,Tarantriss
Rushoar,Hangyu Cryst,Dumud Gild
Rushoar,Hangyu Cryst,Caprity Noct
Rushoar,Hangyu Cryst,Digtoise
Rushoar,Hangyu Cryst,Broncherry Aqua
Rushoar,Hangyu Cryst,Fenglope Lux
Rushoar,Hangyu,Broncherry
Rushoar,Hangyu,Dumud Gild
Rushoar,Hangyu,Caprity Noct
Rushoar,Hangyu,Digtoise
Rushoar,Hangyu,Broncherry Aqua
Rushoar,Hangyu,Fenglope Lux
Rushoar,Sparkit,Celaray
Rushoar,Sparkit,Broncherry
Rushoar,Sparkit,Dumud Gild
Rushoar,Sparkit,Caprity Noct
Rushoar,Sparkit,Digtoise
Rushoar,Flambelle,Celaray
Rushoar,Flambelle,Broncherry
Rushoar,Flambelle,Dumud Gild
Rushoar,Flambelle,Caprity Noct
Rushoar,Flambelle,Digtoise
Rushoar,Foxparks,Reindrix
Rushoar,Foxparks,Celaray
Rushoar,Foxparks,Broncherry
Rushoar,Foxparks,Dumud Gild
Rushoar,Foxparks,Caprity Noct
Rushoar,Jellroy,Reindrix
Rushoar,Jellroy,Celaray
Rushoar,Jellroy,Broncherry
Rushoar,Hoocrates,Melpaca
Rushoar,Hoocrates,Reindrix
Rushoar,Hoocrates,Celaray
Rushoar,Jelliette,Dumud
Rushoar,Jelliette,Melpaca
Rushoar,Jelliette,Reindrix
Rushoar,Jelliette,Celaray
Rushoar,Depresso,Eikthyrdeer Terra
Rushoar,Depresso,Dumud
Rushoar,Depresso,Melpaca
Rushoar,Depresso,Reindrix
Rushoar,Jolthog,Mozzarina
Rushoar,Jolthog,Lullu
Rushoar,Jolthog,Eikthyrdeer Terra
Rushoar,Jolthog,Dumud
Rushoar,Jolthog,Melpaca
Rushoar,Jolthog Cryst,Eikthyrdeer
Rushoar,Jolthog Cryst,Mozzarina
Rushoar,Jolthog Cryst,Lullu
Rushoar,Jolthog Cryst,Eikthyrdeer Terra
Rushoar,Jolthog Cryst,Dumud
Rushoar,Pengullet,Caprity
Rushoar,Pengullet,Eikthyrdeer
Rushoar,Pengullet,Mozzarina
Rushoar,Pengullet,Lullu
Rushoar,Tocotoco,Lovander
Rushoar,Tocotoco,Caprity
Rushoar,Tocotoco,Eikthyrdeer
Rushoar,Munchill,Yakumo
Rushoar,Munchill,Lovander
Rushoar,Munchill,Caprity
Rushoar,Munchill,Eikthyrdeer
Rushoar,Fuack,Loupmoon
Rushoar,Fuack,Yakumo
Rushoar,Fuack,Lovander
Rushoar,Fuack,Caprity
Rushoar,Bristla,Loupmoon
Rushoar,Bristla,Yakumo
Rushoar,Bristla,Lovander
Rushoar,Pengullet Lux,Loupmoon
Rushoar,Pengullet Lux,Yakumo
Rushoar,Ribbuny,Loupmoon
Rushoar,Ribbuny,Yakumo
Rushoar,Foxparks Cryst,Loupmoon
Rushoar,Swee,Fenglope
Rushoar,Finsider,Fenglope
Rushoar,Fuack Ignis,Verdash
Rushoar,Fuack Ignis,Fenglope
Rushoar,Killamari,Verdash
Rushoar,Killamari,Fenglope
Rushoar,Flopie,Robinquill Terra
Rushoar,Flopie,Verdash
Rushoar,Flopie,Fenglope
Rushoar,Kelpsea Ignis,Felbat
Rushoar,Kelpsea Ignis,Robinquill Terra
Rushoar,Kelpsea Ignis,Verdash
Rushoar,Kelpsea,Robinquill
Rushoar,Kelpsea,Felbat
Rushoar,Kelpsea,Robinquill Terra
Rushoar,Finsider Ignis,Robinquill
Rushoar,Finsider Ignis,Felbat
Rushoar,Finsider Ignis,Robinquill Terra
Rushoar,Killamari Primo,Galeclaw
Rushoar,Killamari Primo,Gorirat Terra
Rushoar,Killamari Primo,Robinquill
Rushoar,Killamari Primo,Felbat
Rushoar,Tanzee,Galeclaw
Rushoar,Tanzee,Gorirat Terra
Rushoar,Tanzee,Robinquill
Rushoar,Tanzee,Felbat
Rushoar,Smokie,Galeclaw
Rushoar,Smokie,Gorirat Terra
Rushoar,Smokie,Robinquill
Rushoar,Smokie,Felbat
Rushoar,Gumoss,Gorirat
Rushoar,Gumoss,Galeclaw
Rushoar,Gumoss,Gorirat Terra
Rushoar,Gumoss,Robinquill
Rushoar,Daedream,Vaelet
Rushoar,Daedream,Gorirat
Rushoar,Daedream,Galeclaw
Rushoar,Daedream,Gorirat Terra
Rushoar,Fuddler,Direhowl
Rushoar,Fuddler,Vaelet
Rushoar,Fuddler,Gorirat
Rushoar,Dazzi,Beegarde
Rushoar,Dazzi,Turtacle Terra
Rushoar,Dazzi,Direhowl
Rushoar,Dazzi,Vaelet
Rushoar,Ribbuny Botan,Beegarde
Rushoar,Ribbuny Botan,Turtacle Terra
Rushoar,Ribbuny Botan,Direhowl
Rushoar,Ribbuny Botan,Vaelet
Rushoar,Mimog,Cawgnito
Rushoar,Mimog,Beegarde
Rushoar,Mimog,Turtacle Terra
Rushoar,Mimog,Direhowl
Rushoar,Gloopie,Cawgnito
Rushoar,Gloopie,Beegarde
Rushoar,Gloopie,Turtacle Terra
Rushoar,Gloopie,Direhowl
Rushoar,Woolipop,Gobfin
Rushoar,Woolipop,Cawgnito
Rushoar,Woolipop,Beegarde
Rushoar,Woolipop,Turtacle Terra
Rushoar,Nox,Gobfin Ignis
Rushoar,Nox,Gobfin
Rushoar,Nox,Cawgnito
Rushoar,Wixen,Leezpunk
Rushoar,Wixen,Dazzi Noct
Rushoar,Wixen,Lunaris
Rushoar,Wixen,Turtacle
Rushoar,Wixen,Gobfin Ignis
Rushoar,Rooby,Kikit
Rushoar,Rooby,Leezpunk
Rushoar,Rooby,Dazzi Noct
Rushoar,Rooby,Lunaris
Rushoar,Rooby,Turtacle
Rushoar,Rooby,Gobfin Ignis
Rushoar,Maraith,Rushoar
Rushoar,Maraith,Kikit
Rushoar,Maraith,Leezpunk
Rushoar,Maraith,Dazzi Noct
Rushoar,Maraith,Lunaris
Rushoar,Maraith,Turtacle
Rushoar,Wixen Noct,Rushoar
Rushoar,Wixen Noct,Kikit
Rushoar,Wixen Noct,Leezpunk
Rushoar,Wixen Noct,Dazzi Noct
Rushoar,Wixen Noct,Lunaris
Rushoar,Wixen Noct,Turtacle
Rushoar,Leezpunk Ignis,Rushoar
Rushoar,Leezpunk Ignis,Kikit
Rushoar,Leezpunk Ignis,Leezpunk
Rushoar,Leezpunk Ignis,Dazzi Noct
Rushoar,Rushoar,Rushoar
Rushoar,Rushoar,Kikit
Nox,Chikipi,Broncherry
Nox,Chikipi,Dumud Gild
Nox,Chikipi,Caprity Noct
Nox,Chikipi,Digtoise
Nox,Teafant,Celaray
Nox,Teafant,Broncherry
Nox,Teafant,Dumud Gild
Nox,Teafant,Caprity Noct
Nox,Mau,Reindrix
Nox,Mau,Celaray
Nox,Lamball,Dumud
Nox,Lamball,Melpaca
Nox,Lamball,Reindrix
Nox,Dumud,Lamball
Nox,Melpaca,Lamball
Nox,Reindrix,Lamball
Nox,Cattiva,Lullu
Nox,Cattiva,Eikthyrdeer Terra
Nox,Cattiva,Dumud
Nox,Cattiva,Melpaca
Nox,Lullu,Cattiva
Nox,Eikthyrdeer Terra,Cattiva
Nox,Dumud,Cattiva
Nox,Melpaca,Cattiva
Nox,Cremis,Mozzarina
Nox,Cremis,Lullu
Nox,Cremis,Eikthyrdeer Terra
Nox,Cremis,Dumud
Nox,Cremis,Melpaca
Nox,Vixy,Mozzarina
Nox,Vixy,Lullu
Nox,Vixy,Eikthyrdeer Terra
Nox,Vixy,Dumud
Nox,Herbil,Eikthyrdeer
Nox,Herbil,Mozzarina
Nox,Herbil,Lullu
Nox,Herbil,Eikthyrdeer Terra
Nox,Mau Cryst,Eikthyrdeer
Nox,Mau Cryst,Mozzarina
Nox,Mau Cryst,Lullu
Nox,Lifmunk,Caprity
Nox,Lifmunk,Eikthyrdeer
Nox,Hangyu Cryst,Yakumo
Nox,Hangyu Cryst,Lovander
Nox,Hangyu Cryst,Caprity
Nox,Hangyu Cryst,Eikthyrdeer
Nox,Hangyu,Yakumo
Nox,Hangyu,Lovander
Nox,Hangyu,Caprity
Nox,Sparkit,Loupmoon
Nox,Sparkit,Yakumo
Nox,Sparkit,Lovander
Nox,Flambelle,Loupmoon
Nox,Flambelle,Yakumo
Nox,Flambelle,Lovander
Nox,Foxparks,Loupmoon
Nox,Foxparks,Yakumo
Nox,Jellroy,Loupmoon
Nox,Jelliette,Fenglope
Nox,Depresso,Fenglope
Nox,Jolthog,Verdash
Nox,Jolthog,Fenglope
Nox,Jolthog Cryst,Robinquill Terra
Nox,Jolthog Cryst,Verdash
Nox,Pengullet,Felbat
Nox,Pengullet,Robinquill Terra
Nox,Tocotoco,Robinquill
Nox,Tocotoco,Felbat
Nox,Munchill,Galeclaw
Nox,Munchill,Gorirat Terra
Nox,Munchill,Robinquill
Nox,Munchill,Felbat
Nox,Fuack,Galeclaw
Nox,Fuack,Gorirat Terra
Nox,Fuack,Robinquill
Nox,Bristla,Gorirat
Nox,Bristla,Galeclaw
Nox,Bristla,Gorirat Terra
Nox,Pengullet Lux,Vaelet
Nox,Pengullet Lux,Gorirat
Nox,Ribbuny,Vaelet
Nox,Ribbuny,Gorirat
Nox,Foxparks Cryst,Direhowl
Nox,Foxparks Cryst,Vaelet
Nox,Foxparks Cryst,Gorirat
Nox,Swee,Turtacle Terra
Nox,Swee,Direhowl
Nox,Swee,Vaelet
Nox,Finsider,Beegarde
Nox,Finsider,Turtacle Terra
Nox,Finsider,Direhowl
Nox,Finsider,Vaelet
Nox,Fuack Ignis,Beegarde
Nox,Fuack Ignis,Turtacle Terra
Nox,Fuack Ignis,Direhowl
Nox,Killamari,Beegarde
Nox,Killamari,Turtacle Terra
Nox,Killamari,Direhowl
Nox,Flopie,Cawgnito
Nox,Flopie,Beegarde
Nox,Flopie,Turtacle Terra
Nox,Kelpsea Ignis,Gobfin
Nox,Kelpsea Ignis,Cawgnito
Nox,Kelpsea,Turtacle
Nox,Kelpsea,Gobfin Ignis
Nox,Kelpsea,Gobfin
Nox,Finsider Ignis,Lunaris
Nox,Finsider Ignis,Turtacle
Nox,Finsider Ignis,Gobfin Ignis
Nox,Finsider Ignis,Gobfin
Nox,Killamari Primo,Dazzi Noct
Nox,Killamari Primo,Lunaris
Nox,Killamari Primo,Turtacle
Nox,Killamari Primo,Gobfin Ignis
Nox,Tanzee,Dazzi Noct
Nox,Tanzee,Lunaris
Nox,Tanzee,Turtacle
Nox,Tanzee,Gobfin Ignis
Nox,Smokie,Leezpunk
Nox,Smokie,Dazzi Noct
Nox,Smokie,Lunaris
Nox,Smokie,Turtacle
Nox,Smokie,Gobfin Ignis
Nox,Gumoss,Kikit
Nox,Gumoss,Leezpunk
Nox,Gumoss,Dazzi Noct
Nox,Gumoss,Lunaris
Nox,Gumoss,Turtacle
Nox,Daedream,Rushoar
Nox,Daedream,Kikit
Nox,Daedream,Leezpunk
Nox,Daedream,Dazzi Noct
Nox,Fuddler,Leezpunk Ignis
Nox,Fuddler,Rushoar
Nox,Fuddler,Kikit
Nox,Dazzi,Rooby
Nox,Dazzi,Maraith
Nox,Dazzi,Wixen Noct
Nox,Dazzi,Leezpunk Ignis
Nox,Ribbuny Botan,Wixen
Nox,Ribbuny Botan,Rooby
Nox,Ribbuny Botan,Maraith
Nox,Ribbuny Botan,Wixen Noct
Nox,Ribbuny Botan,Leezpunk Ignis
Nox,Mimog,Wixen
Nox,Mimog,Rooby
Nox,Mimog,Maraith
Nox,Mimog,Wixen Noct
Nox,Gloopie,Wixen
Nox,Gloopie,Rooby
Nox,Gloopie,Maraith
Nox,Gloopie,Wixen Noct
Nox,Woolipop,Wixen
Nox,Woolipop,Rooby
Nox,Nox,Nox
Fuddler,Chikipi,Loupmoon
Fuddler,Chikipi,Yakumo
Fuddler,Chikipi,Lovander
Fuddler,Teafant,Loupmoon
Fuddler,Teafant,Yakumo
Fuddler,Lamball,Fenglope
Fuddler,Fenglope,Lamball
Fuddler,Cattiva,Verdash
Fuddler,Cattiva,Fenglope
Fuddler,Verdash,Cattiva
Fuddler,Fenglope,Cattiva
Fuddler,Cremis,Verdash
Fuddler,Cremis,Fenglope
Fuddler,Vixy,Robinquill Terra
Fuddler,Vixy,Verdash
Fuddler,Herbil,Robinquill Terra
Fuddler,Herbil,Verdash
Fuddler,Mau Cryst,Felbat
Fuddler,Mau Cryst,Robinquill Terra
Fuddler,Lifmunk,Robinquill
Fuddler,Lifmunk,Felbat
Fuddler,Hangyu Cryst,Robinquill
Fuddler,Hangyu Cryst,Felbat
Fuddler,Hangyu,Galeclaw
Fuddler,Hangyu,Gorirat Terra
Fuddler,Hangyu,Robinquill
Fuddler,Sparkit,Gorirat
Fuddler,Sparkit,Galeclaw
Fuddler,Sparkit,Gorirat Terra
Fuddler,Flambelle,Gorirat
Fuddler,Flambelle,Galeclaw
Fuddler,Flambelle,Gorirat Terra
Fuddler,Foxparks,Vaelet
Fuddler,Foxparks,Gorirat
Fuddler,Jellroy,Vaelet
Fuddler,Jellroy,Gorirat
Fuddler,Hoocrates,Direhowl
Fuddler,Hoocrates,Vaelet
Fuddler,Jelliette,Turtacle Terra
Fuddler,Jelliette,Direhowl
Fuddler,Jelliette,Vaelet
Fuddler,Depresso,Beegarde
Fuddler,Depresso,Turtacle Terra
Fuddler,Depresso,Direhowl
Fuddler,Jolthog,Cawgnito
Fuddler,Jolthog,Beegarde
Fuddler,Jolthog,Turtacle Terra
Fuddler,Jolthog Cryst,Gobfin
Fuddler,Jolthog Cryst,Cawgnito
Fuddler,Pengullet,Gobfin Ignis
Fuddler,Pengullet,Gobfin
Fuddler,Tocotoco,Lunaris
Fuddler,Tocotoco,Turtacle
Fuddler,Tocotoco,Gobfin Ignis
Fuddler,Munchill,Dazzi Noct
Fuddler,Munchill,Lunaris
Fuddler,Munchill,Turtacle
Fuddler,Munchill,Gobfin Ignis
Fuddler,Fuack,Leezpunk
Fuddler,Fuack,Dazzi Noct
Fuddler,Fuack,Lunaris
Fuddler,Fuack,Turtacle
Fuddler,Bristla,Rushoar
Fuddler,Bristla,Kikit
Fuddler,Bristla,Leezpunk
Fuddler,Bristla,Dazzi Noct
Fuddler,Pengullet Lux,Leezpunk Ignis
Fuddler,Pengullet Lux,Rushoar
Fuddler,Pengullet Lux,Kikit
Fuddler,Ribbuny,Leezpunk Ignis
Fuddler,Ribbuny,Rushoar
Fuddler,Ribbuny,Kikit
Fuddler,Foxparks Cryst,Leezpunk Ignis
Fuddler,Foxparks Cryst,Rushoar
Fuddler,Swee,Maraith
Fuddler,Swee,Wixen Noct
Fuddler,Swee,Leezpunk Ignis
Fuddler,Finsider,Rooby
Fuddler,Finsider,Maraith
Fuddler,Finsider,Wixen Noct
Fuddler,Finsider,Leezpunk Ignis
Fuddler,Fuack Ignis,Wixen
Fuddler,Fuack Ignis,Rooby
Fuddler,Fuack Ignis,Maraith
Fuddler,Fuack Ignis,Wixen Noct
Fuddler,Killamari,Wixen
Fuddler,Killamari,Rooby
Fuddler,Killamari,Maraith
Fuddler,Killamari,Wixen Noct
Fuddler,Flopie,Wixen
Fuddler,Flopie,Rooby
Fuddler,Kelpsea Ignis,Nox
Fuddler,Kelpsea,Woolipop
Fuddler,Kelpsea,Nox
Fuddler,Finsider Ignis,Gloopie
Fuddler,Finsider Ignis,Woolipop
Fuddler,Finsider Ignis,Nox
Fuddler,Killamari Primo,Mimog
Fuddler,Killamari Primo,Gloopie
Fuddler,Killamari Primo,Woolipop
Fuddler,Tanzee,Mimog
Fuddler,Tanzee,Gloopie
Fuddler,Tanzee,Woolipop
Fuddler,Smokie,Ribbuny Botan
Fuddler,Smokie,Mimog
Fuddler,Smokie,Gloopie
Fuddler,Smokie,Woolipop
Fuddler,Gumoss,Dazzi
Fuddler,Gumoss,Ribbuny Botan
Fuddler,Gumoss,Mimog
Fuddler,Gumoss,Gloopie
Fuddler,Daedream,Fuddler
Fuddler,Daedream,Dazzi
Fuddler,Daedream,Ribbuny Botan
Fuddler,Fuddler,Fuddler
Killamari,Chikipi,Cawgnito
Killamari,Chikipi,Beegarde
Killamari,Teafant,Gobfin
Killamari,Teafant,Cawgnito
Killamari,Mau,Gobfin Ignis
Killamari,Mau,Gobfin
Killamari,Lamball,Lunaris
Killamari,Lamball,Turtacle
Killamari,Lamball,Gobfin Ignis
Killamari,Lunaris,Lamball
Killamari,Turtacle,Lamball
Killamari,Gobfin Ignis,Lamball
Killamari,Cattiva,Leezpunk
Killamari,Cattiva,Dazzi Noct
Killamari,Cattiva,Lunaris
Killamari,Leezpunk,Cattiva
Killamari,Dazzi Noct,Cattiva
Killamari,Lunaris,Cattiva
Killamari,Cremis,Kikit
Killamari,Cremis,Leezpunk
Killamari,Cremis,Dazzi Noct
Killamari,Vixy,Rushoar
Killamari,Vixy,Kikit
Killamari,Vixy,Leezpunk
Killamari,Herbil,Rushoar
Killamari,Herbil,Kikit
Killamari,Mau Cryst,Leezpunk Ignis
Killamari,Mau Cryst,Rushoar
Killamari,Lifmunk,Maraith
Killamari,Lifmunk,Wixen Noct
Killamari,Lifmunk,Leezpunk Ignis
Killamari,Hangyu Cryst,Wixen
Killamari,Hangyu Cryst,Rooby
Killamari,Hangyu Cryst,Maraith
Killamari,Hangyu Cryst,Wixen Noct
Killamari,Hangyu,Wixen
Killamari,Hangyu,Rooby
Killamari,Hangyu,Maraith
Killamari,Hangyu,Wixen Noct
Killamari,Sparkit,Wixen
